,name,date_post,plays,likes,reposts,genre
600,"""K"" | VK x VicD x Kristin",24 February 2017,"502,452","4,324",507,Hip-hop & Rap
601,Conme - Koo x Boyzed,11 March 2017,"830,312","7,094",690,None
602,One Night - Koo ft. Boyzed ( Instrumental by Andiez ),3 September 2017,"415,836","3,297",419,None
603,Over,30 October 2016,"17,245",127,21,Hip-hop & Rap
604,tình yêu nhỏ trên biển đỏ - It's Huy ft. Chi Péoo (Prod. by New$oulz),5 October 2019,"571,764","4,545",154,Soundtrack
605,"Ghé Thăm - Đen ft JGKiD, Kimmese, Linh Cáo",28 August 2016,"698,179","5,413",374,None
606,One Wish - Ray J,3 September 2013,"4,039,285",61.7K,"1,324",None
607,Ai biết - WEAN,1 September 2019,"6,528,853",58.9K,"1,954",None
608,WEAN - She Said ( Official Lyric Video ) ft. NAOMI,7 October 2018,"4,991,753",43.9K,"1,991",Hip-hop & Rap
609,Anh Biết - Xám x D.Blue,2 September 2019,"4,446,320",38.6K,"1,374",Hip-hop & Rap
610,WEAN - She Said ( Official Lyric Video ) ft. NAOMI,7 October 2018,"4,991,753",43.9K,"1,991",Hip-hop & Rap
611,thì em không biết - khói (w. xuân hương),22 June 2020,"335,957","2,276",123,khói
612,NEGAV - -23 - 59- ( Ft V#),8 October 2018,"1,309,069",11.6K,419,None
613,CAN GI HON? - TIEN TIEN x JUSTATEE,10 March 2020,"9,126,931",35.3K,907,R&B & Soul
614,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,516",16.5K,364,Dance & EDM
615,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,757,643",26.2K,663,Piano
616,THÍCH EM HƠI NHIỀU - WREN EVANS | Feliks Alvin Remix,22 June 2021,"488,078","4,351",111,Future Bass
617,[HiddenGem Mixtape] ep.7 - J Cole Nói - B Ray,15 June 2021,"216,261","2,325",59,None
618,U Know ! Bae - Koo ft Boyz,25 April 2016,"352,374","3,226",453,None
619,Bên Anh - NeoD,31 May 2016,"128,274","1,035",147,neod #gfamily #coupleneotho
620,"tơ duyên lỡ đứt đi rồi, có nối lại đc k em?",5 September 2017,"71,756",702,85,Hip-hop & Rap
621,Đưa Nhau Đi Trốn [ĐEN - Linh Cáo] - Chill Version,11 September 2015,"1,525,452","9,068",712,Đen
622,Ai Chờ Ai - FloD Ft. M! (Prod. By Dizzla D),27 May 2016,"4,036,916",28.5K,"1,819",Hip-hop & Rap
623,Điều tuyệt vời nhất - Andiez x Summer x Seachains,10 February 2017,"546,067","5,075",602,None
624,Này em ơi - Joy Bleu | (Cover.),20 September 2017,"169,532","1,974",165,None
625,Bài hát của em - Trang,4 November 2017,"1,572,420",17.9K,968,Classical
626,Trà Sữa - Quýt&Nho (cover by Mặn band),8 March 2018,"47,450",566,47,Indie
627,Cho Tôi Lang Thang,8 March 2017,"3,408,321",36K,"2,829",Indie
628,"Đen - Ngày Khác Lạ ft. Giang Phạm, Triple D",23 February 2018,"2,938,240",26.7K,"1,536",Hip-hop & Rap
629,Đen - Mưa Trên Những Mái Tôn ft. Kaang (Prod. By Maxbenderz),30 August 2016,"1,634,417",12.7K,768,Hip-hop & Rap
630,Loving You Sunny - Kimmese Ft Đen ( Prod.by Touliver & JustaTee ),23 May 2017,"15,539,366",75.5K,"3,182",R&B & Soul
631,Thế Thôi - Hải Sâm,19 July 2018,"3,834,307",40.2K,"2,359",Indie
632,HS ROBE - FORREST GUMP (UNOFFICIAL),14 September 2020,"739,325","8,043",293,Hip-hop & Rap
633,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,757,686",26.2K,663,Piano
634,Chẳng Thể Biết Sol7 Ft Young Tulo,21 June 2021,"114,541","1,458",22,R&B
635,Shotta Flow,28 March 2019,"942,678",10.6K,156,Hip-hop & Rap
636,"CHƠI (rmx) Hieuthuhai - Ft. Manbo, Billy100 x LVK",4 June 2020,"3,122,463",26.7K,"1,021",Trap
637,Okeokeoke | Low G | Nhà Hóa Học Đống Đa,23 December 2020,"2,306,008",22.6K,475,None
638,Flexin' trên Circle K | Low G (Prod. Jadu Jadu),19 September 2019,"2,774,108",32.2K,845,Hip-hop & Rap
639,Tage - Lớp 13 (Offical Audio),15 May 2020,"3,903,434",31.4K,"1,301",Hip-hop & Rap
640,Chán Gái 707 - Low G - Rap Nhà Làm,19 February 2021,"21,455",298,8,None
641,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,520",16.5K,364,Dance & EDM
642,"gap nhau, ben nhau, la y troi",19 June 2021,"692,040","4,738",203,Indie
643,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,757,717",26.2K,663,Piano
644,THÍCH EM HƠI NHIỀU - WREN EVANS | Feliks Alvin Remix,22 June 2021,"488,078","4,351",111,Future Bass
645,[HiddenGem Mixtape] ep.7 - J Cole Nói - B Ray,15 June 2021,"216,262","2,325",59,None
646,"BLACKA - ""CÓ QUÁ NHIỀU PHIỀN LO"" (FEAT. CAM)",14 December 2016,"1,147,288",11.5K,"1,087",Hip-hop & Rap
647,"Blacka - ""Nghiện Mà Ngại"" (Prod by Lil'Ce)",23 May 2018,"451,439","3,594",215,Hip-hop & Rap
648,NHỮNG CON ĐÀN BÀ Ft UYÊN PÍM (BỆT BAND) - BLACKA - CAM - TÁO,23 October 2018,"964,176","8,713",450,None
649,Anh Đã Từng Yêu - Blacka ft Zephyr a.ka Dr.JC n B.0.7,29 April 2019,"395,122","4,028",185,Hip-hop & Rap
650,Nếu Như Đây Là Thứ Mày Muốn - Blacka ft Nigg16 (Pro.Locies),2 February 2019,"610,163","5,878",228,Trap
651,-237°C - HIEUTHUHAI x LOWNA,11 November 2019,"790,628",11.1K,321,Hip-hop & Rap
652,"""matchanah"" - híu x bâu",14 March 2021,"3,184,002",34.3K,811,Indie
653,Honey -AnhVu (Prod By Goku Beats),3 June 2021,"1,749,403",15K,249,None
654,Nothing on You-Barry Brizzy,14 March 2021,"1,671,368",23.5K,560,None
655,Why?,26 January 2018,"12,232,264",170K,"4,814",R&B & Soul
656,OOHYO(우효) - 06 Teddy Bear Rises,14 May 2014,"1,407,059",21K,"1,252",Synthpop
657,Em Có Còn Dùng Số Này Không Thai Dinh,12 April 2019,"2,819,915",26.8K,872,None
658,Không Còn Là Của Nhau - Thai Dinh,1 September 2018,"653,302","7,780",509,None
659,Điều Chưa Nói - Thai Dinh,14 November 2016,"405,108","4,265",432,Indie
660,Đừng Vì Anh Mà Khóc - Quang Hùng MasterD,21 December 2019,"1,855,773",14K,492,None
661,stuck with you,2 August 2020,"45,568","1,070",48,R&B
662,Khong Ten Cover,5 October 2016,"754,287","5,430",325,None
663,"Kewtiie, willistic - WHAT YOU DOIN?",14 February 2019,"390,288","4,213",247,Hip-hop & Rap
664,Where are you bae? make make make make me,23 June 2017,"316,358","3,520",231,None
665,"anh dua tay giu lay nhung nam tro tan, nhung em khong bao gio biet",24 June 2020,"841,840","8,041",270,adtglnntt
666,XOLITXO *LEMON TREE4,13 March 2021,"71,526","1,357",74,None
667,kidsai - GIAYPHUT,6 August 2021,"161,117","4,038",None,None
668,h0ld h4nds - 40kah ( prod. RedRain ),27 July 2021,240,9,1,None
669,Mỹ Anh challenge,28 July 2021,"369,395","6,821",253,R&B & Soul
670,Lil Roff - HOPELESS (ft. Dewie),4 June 2021,"89,432","1,519",68,Hip-hop & Rap
671,Ngẫu Nhiên - PC Ft. Tofu ( Prod. Vovanduc ),18 October 2018,"600,975","4,676",212,Hip-hop & Rap
672,[ Official Audio ] Hat Cho Nhung Pho Phuong - PC,3 January 2018,"729,851","5,710",334,Hip-hop & Rap
673,Thanh Âm Buồn Bã - Obito (Ft. Big H ),5 September 2017,"394,975","2,816",263,Hip-hop & Rap
674,Mask Off rmx - P$mall x Sol x Kaka$hi x Yuno,8 June 2017,"610,001","5,416",473,rmx
675,w a t e r - Robe x Sol,18 December 2016,"227,059","1,950",126,Hip-hop & Rap
676,Đơn phương - VSoul x New$oulZ,5 January 2018,"495,481","4,346",230,Hip-hop & Rap
677,[DCOD] NGTANOISE (Người ta nói - remake) | VSOUL x MFREE x TUYEN VO|,16 July 2019,"5,045,207",44.1K,"1,291",None
678,DOSE CO AI??? - VSoul / NiN :'),24 August 2020,"158,663","1,906",53,None
679,emkhiencontimtachetdi.mp3,30 November 2020,"42,408",695,18,R&B & Soul
680,🎄Last Christmas🎄-Vsoul ft. Robe & Chiulinh,26 December 2020,"78,572",991,24,Hip-hop & Rap
681,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,757,824",26.2K,663,Piano
682,Bad Performance - Coldzy (Clean & Clear Audio),10 March 2021,"164,997","1,600",22,Hip-hop & Rap
683,Chẳng Thể Biết Sol7 Ft Young Tulo,21 June 2021,"114,544","1,458",22,R&B
684,"Coldzy - If You Said So ft. Wxrdie, 2Pillz",6 June 2021,"301,407","3,525",63,Trap
685,Splash (feat. Moneybagg Yo),11 June 2021,"895,875",19.4K,382,Hip-hop & Rap
686,Tommy feat MCK Alaba trap,17 March 2021,"1,392,628",12.7K,347,rap
687,Eyes - GDucky,28 September 2020,"921,863","2,711",79,None
688,"anh bỏ thuốc chưa- 16 Typh , RapViệt.",23 August 2020,"763,207","4,536",141,None
689,Tinh Hinh Thoi Tiet (Tinh Thoi Xot Xa) | AK49 x HQH x TLinh,27 September 2020,"1,360,241","4,960",119,None
690,Anh đã xây cả tòa lâu đài - Nasty5 ft. Xám (Prod. Aloha),25 August 2020,"501,679","4,011",150,Hip-hop & Rap
691,Ghé Qua (Chill Ver.),20 March 2018,"359,500","2,681",184,None
692,Về Bên Anh - Jack G5R,13 October 2018,"3,371,758",22.6K,"1,096",None
693,Krush On You - Sea Chains (Prod. by PDUB),14 November 2017,"281,947","2,710",192,Hip-hop & Rap
694,Ngẫu Nhiên - PC Ft. Tofu ( Prod. Vovanduc ),18 October 2018,"600,975","4,676",212,Hip-hop & Rap
695,1NG - Ai Đưa Em Về (Prod. Square Beats),8 October 2018,"2,118,354",15.1K,571,R&B & Soul
696,Tommy Tèo - yongboi si tình muốn 1 mình thêm 1 đêm nữa thôi,14 February 2021,"934,546","8,472",443,None
697,LAVIAI (REMIX) ft. HIEUTHUHAI & 2PILLZ,24 March 2020,"1,560,289",16.4K,698,Alternative Rock
698,With Chu - Word ft. HD,5 July 2018,"226,609","2,465",159,Trap
699,Fancy - Winno (prod.aloha),29 March 2020,"1,582,379",13.5K,None,None
700,'tim em ko kó một đường nào' - Winno (ft Heily),22 August 2020,"1,956,662",14K,None,None
701,"Bruno Mars - That's What i Like (Jayden Harris, Aka JAYDEN KOERT Remix)",5 March 2017,"3,075,432",21.9K,737,Trap
702,Leave The Door Open (Lovers & Friends Edit),9 April 2021,"127,032","3,532",95,R&B & Soul
703,Chán Gái 707 | Low G |,19 January 2021,"1,279,114",17.6K,373,None
704,Tán Gái 606 | Low G | Rap Nhà Làm,2 April 2020,"1,183,043",15.9K,438,Hip-hop & Rap
705,Đừng Gọi Anh Dậy - Phúc Du,4 June 2021,"387,142","4,127",172,Hip-hop & Rap
706,COTANOI(TRUST NO BADGIRL) - LIMITLESS ft MADX̣̣(Prod. by LIMITLESS),24 January 2020,"61,210",816,43,Hip-hop & Rap
707,Tell Em,28 May 2021,"15,471,790",243K,None,Rap
708,Nothing in your eyes 2 - Bao Thy ft MrT & Yanbi,20 March 2012,"223,133","1,562",35,None
709,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,757,904",26.2K,663,Piano
710,Lavender Rose - Minh Lê ft. Giáo sư P,11 April 2020,"149,006","1,393",39,Hip-hop & Rap
711,"RUSH HOUR - DA/MD , LEFT HAND",23 November 2020,"66,788","1,264",86,Hip-hop & Rap
712,Nhìn Kìa Kỉ Niệm Xưa - Young Milo,25 November 2020,"91,461","1,085",72,None
713,[DCOD] NGTANOISE (Người ta nói - remake) | VSOUL x MFREE x TUYEN VO|,16 July 2019,"5,045,250",44.1K,"1,291",None
714,ANRE - YOUNGBOI SI TÌNH MUỐN 1 MÌNH THÊM 1 ĐÊM NỮA THOY (REMIX) ft. NHTKIEN,4 March 2021,"63,264",630,26,Hip-hop & Rap
715,TRÍ TRÁ - WXRDIE X NCLOWNZ,10 April 2021,"72,950","1,082",20,None
716,Girls Like You - Maroon 5( 4DUQUE REMIX),11 June 2018,"1,205,836",15.1K,342,Dance e EDM
717,Reality (Feat. Janieck Devy),18 May 2015,"17,162,331",251K,26.3K,Indie Dance
718,XESI x HOAPROX - VÔ TÌNH,22 September 2018,"2,470,864",25.6K,"1,228",votinh #xesi #hoaprox
719,[ Lyrics ] Không Có Đùa Đâu - Đạt G - Bài,7 October 2018,"67,690",545,36,None
720,Mãi Không Rời Xa ( Acoustic Version ) - Ku Lâm (Prod. by Yobo Hoàng Anh),12 June 2018,"30,797",292,16,None
721,THE SHEEP - Love Me More (Thomiz Remix),14 February 2021,"5,772",282,144,Slap Deep
722,OOH JUST YOU ~ LÊ THIỆN HIẾU (CuD x Cloud5 Mix),16 December 2020,"2,131,582",17.4K,380,Dance & EDM
723,"HIEUTHUHAI, HURRYKNG, MANBO - 1-800-LOVE (produced by Kado)(Official Audio)",23 August 2020,"1,011,396","9,558",225,Hip-hop & Rap
724,#406 TOUCH - Dzy ft. Gacloey,27 December 2019,"236,680","1,473",26,R&B & Soul
725,EM KHÔNG BIẾT NỮA | Minh Huy x TRUC x Khoáng (OFFICIAL),27 February 2020,"372,751","4,787",132,None
726,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,757,956",26.2K,663,Piano
727,NẮNG ĐÃ LÀM MÁ EM THÊM HỒNG [ Acoustic Piano Ver ],6 September 2019,"7,913,049",43.8K,"1,280",Indie
728,idontwannaletugo / WaVy ft. xolitxo,13 May 2018,"313,924","3,385",236,trvp
729,"LOOP - Coldzy (feat. TO$KA, Left Hand)",6 December 2019,"1,176,343",11.7K,461,Pop
730,419 - wAvy ft. xolitxo,12 December 2017,"543,679","7,527",320,vntrap
731,Chờ Em - Trung Gãy ( Mix Master : Vy Diablo ),1 May 2021,"8,517",71,2,Hip-hop & Rap
732,Last Chance - Teddy x Yungboy Sitinh x Melio,1 May 2021,"8,735",74,3,Hip-hop & Rap
733,HS ROBE - FORREST GUMP (UNOFFICIAL),14 September 2020,"739,342","8,043",293,Hip-hop & Rap
734,GROWN UP - H$ ROBE (Prod. Twentyfo),3 December 2020,"202,822","1,993",57,Hip-hop & Rap
735,(unreleased) Vận Tốc Ánh Sáng feat ROBE -leak- (prod.Chiulinh).mp3,17 January 2021,"354,618","3,946",106,None
736,POPPIN - H$ ROBE,30 December 2020,"174,856","1,908",40,None
737,PULL UP - ROBE (DCOD),12 June 2020,"146,496","1,557",40,None
738,Đen ft. Kimmese & JGKiD & LinhCao - Ghé Thăm (BeeBB Remix),17 February 2017,"189,525","1,424",157,Phích
739,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,007",26.2K,663,Piano
740,PLEASE4GETME | Ble$Hy x Wonnn x BiKay | (OFFICIAL AUDIO),9 June 2021,"35,294",197,11,Hip-hop & Rap
741,"Y2mate.com - ANH Ở ĐÂY, EM Ở ĐÂU - Nhật Hoàng X Hennessy X MT Boiz",3 June 2020,"8,410",76,2,None
742,[mp3] Phía Sau Em - Kay Trần ft Binz,28 July 2015,"5,029,467",38.4K,"2,304",VietRap
743,Tận Cùng Nỗi Nhớ- Will ft Han Sara,25 August 2018,"975,174","7,506",328,None
744,"Chuyện Tình Lướt Qua ( HONGKONG1 FULL ) - Nguyễn Trọng Tài, Nguyễn Anh cover",22 September 2018,"2,474,472",21.2K,"1,716",None
745,Ma'crush (My crush) - sadthuseetjnk ft Chuy Blue,12 April 2018,"272,862","1,177",54,Classical
746,Rời Bỏ - Hoà Minzy | OFFICIAL,6 May 2018,"2,179,930",15.6K,756,Pop
747,Đen - một triệu like ft. Thành Đồng,23 January 2020,"5,778,774",51.7K,"2,665",Hip-hop & Rap
748,Đen - Mười Năm ft. Ngọc Linh (Lộn Xộn 3),8 February 2019,"5,832,869",51.7K,"2,599",Hip-hop & Rap
749,"Đen - Anh Đếch Cần Gì Nhiều Ngoài Em ft. Vũ., Thành Đồng",17 November 2018,"7,452,699",73.6K,"4,512",Hip-hop & Rap
750,Đen - Đi Theo Bóng Mặt Trời ft Giang Nguyễn,14 May 2017,"3,541,586",33.4K,"2,353",Hip-hop & Rap
751,"Đen - Ngày Khác Lạ ft. Giang Phạm, Triple D",23 February 2018,"2,938,247",26.7K,"1,536",Hip-hop & Rap
752,No L/Chẳng giống giáng sinh (remake) - MCK prod. datfitzx,24 December 2020,"2,150,619",13.3K,487,R&B & Soul
753,Berlin,31 January 2020,"11,363,972",88.9K,"2,437",Pop
754,"Cô Nàng Khác Người (ft. Ngơ aka. MCK, Wxrdie)",15 September 2019,"2,322,036",22.9K,624,Hip-hop & Rap
755,"Cơm Nhà Làm | Rap Nhà Làm (Low G, ResQ, Chí, Teddie Jay)",1 September 2019,"114,621","1,587",46,Hip-hop & Rap
756,Chung Cư | Low G,24 June 2019,"315,341","4,526",249,Hip-hop & Rap
757,Hôm Nay Em Cưới Rồi - Khải Đăng (Official Audio),22 September 2020,"2,018,982",17.2K,757,None
758,Tlinh - Thích Quá Rùi Nà ft. Trung Trần (prod by @rpt.phongkhin ),20 April 2020,"16,406,300",109K,"3,191",Pop
759,Rap Chậm Thôi (#HNDCMM) - RPT MCK x RPT Orijinn ft. RZ Ma$ (Official Audio),17 June 2020,"7,339,709",64.1K,"2,825",Hip-hop & Rap
760,Chẳng Thể Tìm Được Em (Lofi),24 November 2020,"3,969,817",35.4K,871,None
761,Nợ Ai Đó Lời Xin Lỗi (Lofi Ver.) - Bozitt X Freak D,12 August 2020,"6,990,667",55.1K,"1,978",None
762,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,073",26.2K,663,Piano
763,Say Em - QNT_ Refund Band,10 November 2020,"1,679,300",13.2K,250,None
764,DUYB & NOTAFRAID - HẾT NHẠC CON VỀ Ft RZ Mas,15 April 2021,"3,780,823",30.2K,870,House
765,ON STREAM - Q.N.T (Prod. by Rastz),21 June 2021,"138,694",833,19,Hip-hop & Rap
766,Phố Đã Lên Đèn - Huyền Tâm Môn (Cukak Remix) [Official],16 June 2021,"3,886,490",34.7K,892,Dance & EDM
767,Bounce - Winno (#PoppinChallenge),2 May 2020,"98,314","1,064",29,Hip-hop & Rap
768,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,097",26.2K,663,Piano
769,'tim em ko kó một đường nào' - Winno (ft Heily),22 August 2020,"1,956,670",14K,None,None
770,Em 20 - Winno,3 December 2020,"2,412,519",18.9K,None,None
771,Fancy - Winno (prod.aloha),29 March 2020,"1,582,382",13.5K,None,None
772,NEGAV - -23 - 59- ( Ft V#),8 October 2018,"1,309,070",11.6K,419,None
773,babyboo - Negav,10 May 2020,"752,346","5,983",165,Hip-hop & Rap
774,sao trông em lại như thế này- negav,5 October 2020,"808,012","8,748",242,None
775,Đừng Kể Ai Nghe - D.Blue x 1nG,21 April 2020,"1,116,226",10K,181,Rap #Dblue
776,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,118",26.2K,663,Piano
777,2. Lúc đó - TH2 ft Hale,18 November 2016,"116,966",886,113,Hip-hop & Rap
778,Mắt Biếc - TeA Ft PCGL (Prod. VoVanDuc ),13 July 2016,"1,917,107",15.1K,"1,483",Hip-hop & Rap
779,5. #M - PCGL Ft. Hale,27 November 2016,"652,930","4,278",540,Hip-hop & Rap
780,Ly do nào để quay lại với nhau - newsoulz,18 October 2017,"954,099","9,270",592,R&B & Soul
781,Ngày...Tháng...Năm...- Tracy Cello,21 November 2016,"23,997",286,44,Hip-hop & Rap
782,OBITO - STU KING [WORLD PREMIERE] 84GRND,15 December 2020,"171,397","1,279",28,Trap
783,Boy Mỹ Con - B Ray,14 October 2020,"298,863","1,963",55,None
784,Lil Wuyn x 16 Typh - Don't Waste My Time,18 November 2019,"3,300,820",27.3K,835,Hip-hop & Rap
785,KOO - ONE LOVE (Prod. by Boyzed),23 December 2020,"169,678","1,063",42,Hip-hop & Rap
786,MUỐN ĐƯỢC CÙNG EM' - FREAKY x CM1X (ft. QUỲNH GAI),5 November 2020,"6,914,054",56.2K,"1,479",Indie
787,THÍCH EM HƠI NHIỀU - WREN EVANS | Feliks Alvin Remix,22 June 2021,"488,084","4,351",111,Future Bass
788,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,540",16.5K,364,Dance & EDM
789,thích em hơi nhiều,23 June 2021,"230,245","1,988",41,None
790,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,161",26.2K,663,Piano
791,PAR SG x New$oulZ - Ly Do Nao De Quay Lai Voi Nhau,2 March 2018,"3,881,283",36.5K,"1,898",None
792,4.Devil's Love - Tobiez ft Ntyn ( Prodby. 8ROKEBOY ),20 September 2019,"754,219","6,597",301,Hip-hop & Rap
793,LẦN CUỐI (đi bên em xót xa người ơi),24 September 2019,"6,358,570",64.1K,"3,286",None
794,Baby Crush On You (#BCOY) - Ron Phan,26 December 2019,"720,267","3,993",89,Hip-hop & Rap
795,10 Ngàn Năm - PC,14 March 2020,"1,996,328",21.5K,723,None
796,Ocean M.O.B - Rap cho anh em rmx,30 January 2021,"503,608","4,977",109,Hip-hop & Rap
797,Ice Man-Sol7 ft MCK (Prod Yung Lando Yung Tago),2 March 2021,"681,031","4,214",142,None
