,name,date_post,plays,likes,reposts,genre
798,"NIGHT - WAVY, XOLITXO, DA/MD, DUSTIN NGÔ",20 November 2020,"1,047,938",10.5K,280,Trap
799,Liều Thuốc Cho Trái Tim [Remake] - Nguyễn Đình Vũ ft. Neko,21 November 2019,"2,513,902",17.2K,865,None
800,Người Ta Nói - Neddee x Sou ( Prod. iam B ),12 January 2019,"385,028","4,128",188,Hip-hop & Rap
801,Mân côi - Linh Cáo,2 November 2015,"1,011,163",11K,"1,237",Hoa
802,[UNK - T-DEMO] ĐẮM - S.O,31 August 2015,"18,299",109,9,Đắm
803,"Love Is All We Need - quocboy, GO, Nah",19 June 2015,"586,249","3,589",370,"loveisallweneed , #nah #vietrap"
804,,14 May 2015,"889,693",14.6K,None,None
805,[FreeSpirit] Anh Làm Gì ? - Jc Hung ft S.O,24 November 2013,"165,968",939,125,freespirit
806,24h - lyly ft. magazine (arrix & luxofons mix),28 December 2018,"1,645,642","9,833",192,Future Bass
807,Rapitalove EP| Tay To - RPT MCK x RPT PhongKhin (Prod. by RPT PhongKhin),6 April 2021,"7,680,719",71.5K,"2,527",R&B & Soul
808,TOULIVER X BINZ - GENE - 320K,13 May 2019,"995,187","6,462",172,Deep House
809,"CẢM NẮNG - SUNI HẠ LINH, R.TEE (COVER)",3 July 2018,"13,266",122,7,Pop
810,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,544",16.5K,364,Dance & EDM
811,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,544",16.5K,364,Dance & EDM
812,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,234",26.2K,663,Piano
813,Phố Đã Lên Đèn - Huyền Tâm Môn (Cukak Remix) [Official],16 June 2021,"3,886,503",34.7K,892,Dance & EDM
814,Việt Deep - Tửng Tửng [Deep House] (LossLess),21 June 2021,"157,883","4,020",107,Deep House
815,The Reason To Love Me 12 : True Love,15 June 2021,"251,687",10.2K,277,Nhí Nhố
816,Sinh Ra Đã Là Thứ Đối Lập Nhau Freak D Lofi Ver Emcee L Da LAB ft Badbie,22 January 2021,"7,325,816",57.5K,"1,542",None
817,3107-2 | DuongG x NÂU x W/N,17 February 2021,"6,095,545",57.9K,"1,850",None
818,Khi co don em nho ai,5 June 2018,"8,871,512",36.7K,"1,129",Pop
819,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,256",26.2K,663,Piano
820,Broken Love - Hest ft MHT,21 February 2021,"202,681","1,580",45,Hip-hop & Rap
821,Hai Tám Bốn - Winno,3 May 2018,"1,545,399",10K,452,Hip-hop & Rap
822,Bae are flower | Haukong. (Prod.tainguyen),21 February 2021,"94,200",892,14,None
823,A.O.B.E - MinhLe ft. P The Melody,28 September 2020,"646,514","3,796",99,Melodic
824,Xích Thêm Chút - RPT Groovie ft TLinh x RPT MCK,18 April 2021,"2,780,294",27.9K,595,None
825,Berlin,31 January 2020,"11,364,001",88.9K,"2,437",Pop
826,Tlinh - Thích Quá Rùi Nà ft. Trung Trần (prod by @rpt.phongkhin ),20 April 2020,"16,406,375",109K,"3,191",Pop
827,"""Tối"" Dkayz ft. Brian #GoAllDay (Official Audio )",25 May 2019,"3,330,405",30.9K,990,Hip-hop & Rap
828,OOH JUST YOU ~ LÊ THIỆN HIẾU (CuD x Cloud5 Mix),16 December 2020,"2,131,600",17.4K,380,Dance & EDM
829,Táo - Blue Tequila,2 November 2020,"2,498,717",31.2K,976,Hip-hop & Rap
830,Tương tư - Clow x Flepy (ft. DarkC),26 October 2019,"3,743,983",36.5K,"1,089",None
831,tình đắng như ly cà phê - nân. và Ngơ,1 April 2018,"8,975,253",97.7K,"5,038",R&B & Soul
832,Anh Biết,12 July 2019,"1,920,813",24.3K,"1,202",Indie
833,IEU IEM QUA DONG TIN NHAN - Ngơ & nân. (Demo),6 April 2018,"2,375,638",27.6K,"1,596",Indie
834,THÍCH EM HƠI NHIỀU - WREN EVANS | Feliks Alvin Remix,22 June 2021,"488,086","4,351",111,Future Bass
835,WREN EVANS - Thích Em Hơi Nhiều,24 June 2021,"4,188,926",42.3K,925,None
836,thích em hơi nhiều,23 June 2021,"230,245","1,988",41,None
837,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,549",16.5K,364,Dance & EDM
838,"gap nhau, ben nhau, la y troi",19 June 2021,"692,059","4,738",203,Indie
839,BTS (V) - Sweet Night (이태원 클라쓰 - Itaewon Class OST Part 12),13 March 2020,"7,336,906",134K,"2,849",None
840,death bed | Feat. beabadoobee,10 February 2019,"54,401,975",841K,26.1K,Lofihiphop
841,T.I & Justin Timberlake Dead And Gone Ft Eminem,11 August 2013,"7,344,848",88.5K,"3,484",T.I
842,Nelly&kellyrowland-gone-cln.mp3,27 November 2010,"292,580","3,205",244,None
843,I Like It,6 April 2018,"48,024,832",737K,16.9K,Rap/Hip Hop
844,Lê Cát Trọng Lý - Ta Hứa Sẽ Nhận Ra [Official],29 August 2016,"571,427","6,628",532,Pop
845,Seachains SLOW DOWN Ft. Summer Vee,23 March 2018,"1,416,511","9,055",416,Hip-hop & Rap
846,[SR-Writer] Hạ Vương - Andy OG x Hoàng Anh x H.Y,20 November 2017,"449,247","3,385",280,Hip-hop & Rap
847,Vạn Sự Do Duyên - Andy OG,4 June 2017,"414,495","2,978",281,Hip-hop & Rap
848,Đen - Mười Năm ft. Ngọc Linh (Lộn Xộn 3),8 February 2019,"5,832,883",51.7K,"2,599",Hip-hop & Rap
849,Bồ Em,25 December 2020,"727,287","6,159",118,None
850,Quá Lâu - Vinh Khuat,5 October 2018,"4,471,390",28.7K,"1,155",Pop
851,muon duoc cung em & mat troi cua em-FREAKY X Pháo X QUỲNH GAI,8 November 2020,"2,341,013",13.9K,258,muonduoccungem
852,ĐEN ĐÁ KHÔNG ĐƯỜNG (HIEUTHUHAI REMAKE),28 May 2019,"4,371,763",39.4K,951,Hip-hop & Rap
853,"Embietma - HIEUTHUHAI, KNG",18 July 2019,"5,333,341",22.4K,368,None
854,BABY EM CÓ MUỐN ĐƯỢC HIGH - NIZ x KOO,11 April 2021,"427,948","3,125",60,Hip-hop & Rap
855,thanh,24 March 2020,"185,347","3,018",112,None
856,Novo Amor - Anchor,4 January 2016,"34,399,361",724K,27.3K,Folk
857,sharing an umbrella,2 September 2017,"710,824","8,453",242,Jazz & Blues
858,drivers license,10 January 2021,"215,084","6,348",66,edited
859,Chẳng Thể Biết Sol7 Ft Young Tulo,21 June 2021,"114,554","1,458",22,R&B
860,HiddenGem Mixtape 6 Boomerang - B Ray (reup),17 January 2021,"24,268",298,3,None
861,[HiddenGem Mixtape] ep.7 - J Cole Nói - B Ray,15 June 2021,"216,273","2,325",59,None
862,KOO - ONE LOVE (Prod. by Boyzed),23 December 2020,"169,678","1,063",42,Hip-hop & Rap
863,Nắng - MANBO & CHANEE,11 October 2020,"1,208,232",10.8K,330,Pop
864,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,399",26.2K,663,Piano
865,Tell Ur Mom - Bệu x Winno ( Prod by Ocean Beats ),9 January 2019,"249,920","2,351",133,Kewt
866,Karma Montana - Light It Up (Prod. BTGrin),22 June 2021,"25,699",510,13,None
867,NoName - JustDakid,22 June 2021,"6,649",61,6,Hip-hop & Rap
868,Khi Em Lớn - anhisalone ft QAL (Guitar Hà Kiểm),22 June 2021,"8,191",108,5,None
869,Thế Giới Nào? - Thế Giới Này | Cảm ơn 2 anh Nclownz và JasonDilla,24 June 2021,"16,889",322,13,Hip-hop & Rap
870,Phòng Trống (Acoustic Live),22 June 2021,"10,152",171,6,Alternative Rock
871,NẮNG ĐÃ LÀM MÁ EM THÊM HỒNG [ Acoustic Piano Ver ],6 September 2019,"7,913,097",43.8K,"1,280",Indie
872,Tlinh - Thích Quá Rùi Nà ft. Trung Trần (prod by @rpt.phongkhin ),20 April 2020,"16,406,417",109K,"3,191",Pop
873,ĐEN ĐÁ KHÔNG ĐƯỜNG (HIEUTHUHAI REMAKE),28 May 2019,"4,371,767",39.4K,951,Hip-hop & Rap
874,Daydream — Soobin | Thaoboy Cover |[ lofi Chill ],13 June 2020,"372,673","2,008",32,None
875,Ở lại đây - Clow x Karrot,26 August 2020,"486,084","4,989",112,None
876,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,437",26.3K,663,Piano
877,23:40 - Hào,27 January 2021,"340,960","5,359",159,Indie
878,LÀ VÌ DO ANH CHƯA ĐỦ TỐT HAY SAO - THẮNG CON X THANH TY X MINH HUY,19 February 2021,"37,064",455,5,None
879,Đoạn Tuyệt Nàng Đi (Lofi Ver)- Phát Huy T4 x Kprox,25 March 2021,"610,315","6,087",264,None
880,SÀI GÒN HÔM NAY MƯA (lofi ver. by VUX) - JSOL & HOÀNG DUYÊN,4 June 2021,"4,233,279",40.5K,"1,170",Pop
881,Ngay Khong Em unoffical - REX x DRT (happy valentine's day💕),15 February 2021,"61,858",634,30,Hip-hop & Rap
882,🎁 [ TAY TO - RPT.MCK & RPT.PHONGKHIN REMAKE ],1 April 2021,"17,048",170,8,R&B
883,Tình Đơn Phương - Hennessy x Nhật Hoàng,24 January 2021,"33,010",253,6,None
884,Âm nhạc dành cho mùa đông - DeeSlowz,30 November 2020,"38,036",585,32,None
885,300 - nicoteens,31 January 2019,"262,454","2,524",133,Hip-hop & Rap
886,WREN EVANS - Thích Em Hơi Nhiều,24 June 2021,"4,188,972",42.3K,925,None
887,"gap nhau, ben nhau, la y troi",19 June 2021,"692,065","4,738",203,Indie
888,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,562",16.5K,364,Dance & EDM
889,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,481",26.3K,663,Piano
890,Phố Đã Lên Đèn - Huyền Tâm Môn (Cukak Remix) [Official],16 June 2021,"3,886,536",34.7K,892,Dance & EDM
891,"LOOP - Coldzy (feat. TO$KA, Left Hand)",6 December 2019,"1,176,361",11.7K,461,Pop
892,Coldzy X Wxrdie If You Said So But You Are In The Empty Mall,20 September 2020,"436,650","3,715",99,Hip-hop & Rap
893,[DCOD] NGTANOISE (Người ta nói - remake) | VSOUL x MFREE x TUYEN VO|,16 July 2019,"5,045,448",44.1K,"1,291",None
894,SUY - nger,16 September 2020,"877,688","8,259",190,None
895,LAVIAI (REMIX) ft. HIEUTHUHAI & 2PILLZ,24 March 2020,"1,560,304",16.4K,698,Alternative Rock
896,thích em hơi nhiều,23 June 2021,"230,245","1,988",41,None
897,"gap nhau, ben nhau, la y troi",19 June 2021,"692,068","4,738",203,Indie
898,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,563",16.5K,364,Dance & EDM
899,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,505",26.3K,None,Piano
900,'SÀI GÒN HÔM NAY MƯA' (CM1X LOFI VER.) - HOÀNG DUYÊN & JSOL,21 June 2021,"106,411","1,054",29,R&B & Soul
901,THÀNH DRAW - SAO BOIZ ?!,16 September 2020,"52,244",507,8,Hip-hop & Rap
902,Roses Are Red ft xoLIT & willistic (prod by Lucid Vision),15 September 2017,"331,393","3,750",283,Trap
903,S a d D a y - Kaka$hi,29 October 2016,"201,349","2,321",198,Hip-hop & Rap
904,FORREST GUMP - HUSTLANG RECORD (unofficial version),3 October 2020,"163,912","1,762",57,Entertainment
905,LUFFY/19 - Chiulinh ft. Robe (Available on Spotify),7 January 2020,"1,108,700",12.1K,401,None
906,Ngày 1 người đi xa- GiGi Hương Giang x Koo x Machiot,27 April 2021,"241,421","1,439",38,None
907,SÀI GÒN HÔM NAY MƯA (lofi ver. by VUX) - JSOL & HOÀNG DUYÊN,4 June 2021,"4,233,287",40.5K,"1,170",Pop
908,(1 4 0 1) chi the xem em la qua khu - PhuBinh,3 April 2021,"936,348","2,607",40,Indie
909,Một Bước Yêu Vạn Dặm Đau - Mr. Siro,14 March 2019,"1,503,646",13.5K,521,Pop
910,Sống Xa Anh Chẳng Dễ Dàng - Bảo Anh ft Mr Siro,15 November 2017,"1,678,005",13.5K,801,None
911,"Đêm Hôm Qua (Prod. Mykal Riley) - Sol7 x Roy P, Ricky Star & Pjpo",9 May 2016,"1,005,011","7,827",582,News & Politics
912,"Cypher3 ft. Black Murder, Pain, Sol7, Suboi, Datmaniac (prod by THAISON)",17 September 2014,"178,628","1,664",195,HipHop
913,Ngắn ngủi - Sol7 ft LD - Kel C,30 July 2017,"146,372","1,673",46,Hip-hop & Rap
914,Lướt Đi Nhanh Chóng - Sol X Nigg X Yuno,6 July 2018,"245,363","1,983",93,None
915,DCOD - Tim Tao Dau Qua Man / OTĐ REMIX,21 June 2017,"397,279","3,465",334,Hip-hop & Rap
916,Bệnh của anh - Khói x Two,24 December 2015,"4,611,055",37.1K,"3,228",vietdreamerz
917,1001 LÝ DO - RICK,24 July 2019,"2,008,295",14.2K,417,Hip-hop & Rap
918,"Đen - Anh Đếch Cần Gì Nhiều Ngoài Em ft. Vũ., Thành Đồng",17 November 2018,"7,452,727",73.6K,"4,512",Hip-hop & Rap
919,PAR SG - with somebody else,23 August 2019,"302,016","2,815",72,None
920,LẠ LÙNG - Vũ. (Original),24 December 2016,"10,305,993",110K,"8,642",None
921,co bao gio tinh dep tua trong tranh?,1 April 2019,"1,358,222",13.6K,428,Hip-hop & Rap
922,ĐỢI CHỜ - WANSENTAI FT. HARMONIE (PROD. JAYDEN),8 August 2020,"1,145,132","7,995",182,Pop
923,1001 LÝ DO - RICK,24 July 2019,"2,008,295",14.2K,417,Hip-hop & Rap
924,"LOOP - Coldzy (feat. TO$KA, Left Hand)",6 December 2019,"1,176,368",11.7K,461,Pop
925,PAR SG x Trashpaul - Goi Ten Em Di,11 March 2018,"1,331,295",12.3K,554,None
926,WREN EVANS - Thích Em Hơi Nhiều,24 June 2021,"4,189,013",42.3K,925,None
927,THÍCH EM HƠI NHIỀU - WREN EVANS | Feliks Alvin Remix,22 June 2021,"488,090","4,351",111,Future Bass
928,thích em hơi nhiều,23 June 2021,"230,245","1,988",41,None
929,"gap nhau, ben nhau, la y troi",19 June 2021,"692,071","4,738",203,Indie
930,Hôm Nay Em Cưới Rồi (Lofi Ver.) - Khải Đăng x Freak D .mp3,6 December 2020,"1,451,244",10.9K,333,R&B & Soul
931,LING THỎ - ANH TA BỎ EM RỒI (#ATBER) - HƯƠNG GIANG - Cover Guitar,7 November 2019,"330,460","1,452",46,Pop
932,Chương 2 : M I S S | Peakrozes x Uyên [99Hustlers] x DinoBlack,17 February 2018,"175,985","1,406",152,Drum & Bass
933,Về Bên Anh - Jack G5R,13 October 2018,"3,371,767",22.6K,"1,096",None
934,Khong Ten,22 June 2018,"2,857,605",28.6K,"1,341",Hip-hop & Rap
935,Xích Thêm Chút - RPT Groovie ft TLinh x RPT MCK,18 April 2021,"2,780,357",27.9K,595,None
936,Tell Ur Mom II - Winno (ft Heily),18 June 2021,None,26.3K,663,Piano
937,Alaba Trap - Tommy Tèo x MCK,26 April 2021,"332,989","3,203",118,None
938,WREN EVANS - Thích Em Hơi Nhiều,24 June 2021,"4,189,027",42.3K,925,None
939,"Cơn Mưa Qua (Young Uno, LK) - ACENS Cover",12 July 2018,"5,482,962",23K,720,"Chill, Lo-Fi"
940,Obito Ft. Hnhngan Live YOUR SMILE - Emma X Seachains X Obito,11 April 2021,"5,945,443",53K,"1,501",None
941,Berlin,31 January 2020,"11,364,048",88.9K,"2,438",Pop
942,Rapitalove EP| Tay To - RPT MCK x RPT PhongKhin (Prod. by RPT PhongKhin),6 April 2021,"7,680,816",71.5K,"2,527",R&B & Soul
943,Xích Thêm Chút - RPT Groovie ft TLinh x RPT MCK,18 April 2021,"2,780,365",27.9K,595,None
944,Asos Model Crush,12 November 2016,"268,674","5,316",821,mc
945,Petrichor,11 March 2017,"9,821",384,142,Future Chill
946,she left.,29 June 2019,"49,652",591,40,lofi
947,Juan RIOS • praia,2 December 2017,"793,949","6,580",407,NATURA EP
948,anh chang biet lieu se co ai do xoa di nhat nhoa mi em? - (music by hyuu),1 September 2018,"198,280","1,683",101,Hip-hop & Rap
949,Sinh Ra Đã Là Thứ Đối Lập Nhau Freak D Lofi Ver Emcee L Da LAB ft Badbie,22 January 2021,"7,325,894",57.5K,"1,542",None
950,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,647",26.3K,663,Piano
951,Lựa Chọn Mai Sau Lofi Ver SOBE x Freak,10 May 2021,"104,616",724,19,None
952,Đường Tôi Chở Em Về (Lofi ver.) - Buitruonglinh x Enderlazer,3 June 2021,"445,387","4,491",143,Lofi
953,Thật Là Đáng Buồn,22 June 2021,"140,027","1,439",28,None
954,Hai Tám Bốn - Winno,3 May 2018,"1,545,407",10K,452,Hip-hop & Rap
955,'tim em ko kó một đường nào' - Winno (ft Heily),22 August 2020,"1,956,688",14K,None,None
956,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,658",26.3K,663,Piano
957,Em 20 - Winno,3 December 2020,"2,412,578",18.9K,None,None
958,Bounce - Winno (#PoppinChallenge),2 May 2020,"98,315","1,064",29,Hip-hop & Rap
959,WREN EVANS - Thích Em Hơi Nhiều,24 June 2021,"4,189,049",42.3K,925,None
960,THÍCH EM HƠI NHIỀU - WREN EVANS | Feliks Alvin Remix,22 June 2021,"488,090","4,351",111,Future Bass
961,thích em hơi nhiều,23 June 2021,"230,245","1,988",41,None
962,Người Chơi Hệ Đẹp - 16 Typh (Cukak Remix) [Official],17 June 2021,"1,463,583",16.5K,364,Dance & EDM
963,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,672",26.3K,663,Piano
964,Có,21 October 2018,"969,324","6,301",359,None
965,Nói ! - Key x Chúc Hỷ x Xám ( SGDOPEZ ),24 April 2018,"279,261","2,238",157,Hip-hop & Rap
966,Neunhuembuon Mixdown 1,6 December 2018,"556,145","3,172",163,Indie
967,Thi anh khong biet (Cuoc yeu sau - EP),9 November 2018,"1,190,834","8,372",399,None
968,16. WALLS,14 December 2018,"323,767","4,894",275,Electronic
969,Goosebumps - Travis Scott,2 November 2017,"24,144,860",340K,"5,256",None
970,highest in the room,13 August 2020,"128,467","2,971",31,edited
971,Con tim tao đau quá man - Sol x Yuno x Kaka$hi,8 June 2017,"651,556","6,239",407,None
972,Thờ er (remix) - 16 BrT ft MCK Prod by Snowz,8 October 2020,"1,297,881",10.1K,260,None
973,(unreleased) Vận Tốc Ánh Sáng feat ROBE -leak- (prod.Chiulinh).mp3,17 January 2021,"354,631","3,946",106,None
974,Rapitalove EP| Tay To - RPT MCK x RPT PhongKhin (Prod. by RPT PhongKhin),6 April 2021,"7,680,836",71.5K,"2,527",R&B & Soul
975,ICEMAN - Sol7 ft MCK,4 March 2021,"1,724,534",16.3K,489,Hip-hop & Rap
976,fishy ft Trí Dũng - Forget me now,12 April 2021,"1,495,623",17K,550,Pop
977,Bao giờ em đổ? - Right,20 February 2019,"118,573","1,634",104,Hip-hop & Rap
978,No L/Chẳng giống giáng sinh (remake) - MCK prod. datfitzx,24 December 2020,"2,150,648",13.3K,487,R&B & Soul
979,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,719",26.3K,663,Piano
980,Khong Ten,22 June 2018,"2,857,615",28.6K,"1,341",Hip-hop & Rap
981,BADTRIP - RPT MCK (Prod. PHONGKHIN) [ DEMO ],7 May 2021,"112,225","1,072",61,None
982,XANGUTNGAN,5 May 2021,"348,285","5,141",None,None
983,Phin - 99999 đóa hồng,24 January 2021,"499,882","6,248",302,Alternative Rock
984,Tell Ur Mom II - Winno (ft Heily),18 June 2021,"1,758,729",26.3K,663,Piano
985,fishy ft Trí Dũng - Forget me now,12 April 2021,"1,495,627",17K,550,Pop
986,Hanoi n U - Đinh Đức Anh - DaFame | Hanoi n U Full | Đinh Đức Anh | H HanoinU Beat,22 November 2018,"1,407,850","8,179",468,Hip-hop & Rap
987,'tim em ko kó một đường nào' - Winno (ft Heily),22 August 2020,"1,956,692",14K,None,None
988,Em 20 - Winno,3 December 2020,"2,412,590",18.9K,None,None
989,Những Dòng Tin Nhắn - Minh Huy ft Pinny,1 February 2019,"2,361,839",22.6K,851,None
990,Thêm Bao Nhiêu Lâu - Đạt G,10 January 2019,"923,497","6,185",268,None
991,Hanoi n U - Đinh Đức Anh - DaFame | Hanoi n U Full | Đinh Đức Anh | H HanoinU Beat,22 November 2018,"1,407,850","8,179",468,Hip-hop & Rap
992,Rick Ft. HuyR - YÊU EM CHẲNG MUỐN NÓI RA (YÊU EM CMNR) OFFICAL MV,2 July 2019,"241,467","1,272",25,None
993,Nép Vào Anh Và Nghe Anh Hát,23 December 2018,"175,502","1,403",32,None
994,KANNA - BOON Silhouette (シルエット) (Naruto Shippuden Op.16) (Cover By Uji),14 April 2016,"11,952",117,4,None
995,DAOKO x Kenshi Yonezu 米津 玄師 - Uchiage Hanabi OST (打上花火),19 September 2017,"1,649,271",18.8K,457,Pop
996,i'm tired of feeling this way (prod. elijah who),13 September 2018,"62,256",756,30,None
997,muốn iem là cụa ziêng mìnk - feat. nân. (Live),4 February 2018,"1,380,279",17.1K,984,Indie
998,mashup em là của riêng mình & tình đắng như ly cà phê - nân ft Ngơ,17 June 2018,"176,848","2,235",105,None
999,"Wxrdie - THE PARTY NEVER ENDS ft.PrettyXIX , 2PILLZ (pacman flip)",20 April 2020,"309,093","2,608",100,None
